income,num_people_household,marital_status,age_yrs,gender,id,time_in_us,is_citizen,age_months,years_edu
15,5,,5,2,75981,,1,,
3,1,2,75,2,75982,8,2,,
6,3,,6,1,75983,,1,,0
15,5,,15,1,75984,,1,,9
4,3,1,40,2,75985,,1,,
8,4,1,55,1,75986,1,2,,
12,5,3,80,2,75987,,1,,
12,2,,18,1,75988,,1,,13
6,3,5,32,1,75989,,1,,
10,3,,9,1,75990,,1,,3
8,1,2,80,1,75991,,1,,
4,2,5,34,2,75992,,1,,
15,3,1,48,1,75993,,1,,
5,3,,0,2,75994,,1,9,
15,5,,6,1,75995,,1,,0
12,5,6,61,1,75996,7,2,,
4,1,5,20,2,75997,,1,,
14,2,1,76,2,75998,,1,,
2,3,,19,1,75999,2,2,,15
10,4,,0,2,76000,,1,2,
14,6,,16,1,76001,,1,,10
7,4,,0,2,76002,,1,5,
15,4,,10,2,76003,,1,,3
1,1,4,58,2,76004,,1,,
77,5,,14,2,76005,,1,,7
2,1,4,32,2,76006,,1,,
15,4,1,36,2,76007,,1,,
7,5,6,31,2,76008,,1,,
14,5,,11,2,76009,,1,,5
5,3,1,68,1,76010,8,1,,
4,4,1,32,2,76011,,1,,
9,4,1,59,1,76012,5,1,,
2,5,,1,1,76013,,1,15,
15,5,,16,2,76014,,1,,9
15,2,5,30,2,76015,,1,,
8,2,1,79,1,76016,,1,,
15,4,,2,1,76017,,1,,
6,2,6,31,1,76018,,1,,
1,6,1,29,1,76019,,1,,
3,1,5,32,1,76020,,1,,
6,7,,0,2,76021,,1,5,
9,5,,3,1,76022,,1,,
15,2,1,67,1,76023,,1,,
15,3,6,40,2,76024,,1,,
15,1,3,51,1,76025,,1,,
14,6,,9,2,76026,,1,,2
4,3,,5,2,76027,,1,,
5,2,5,57,2,76028,6,2,,
10,4,,3,1,76029,,1,,
14,4,1,32,1,76030,,1,,
1,4,,4,1,76031,,1,,
8,3,,18,1,76032,,1,,12
6,1,3,69,2,76033,9,1,,
5,1,5,20,2,76034,,1,,
15,4,,0,1,76035,,1,7,
1,1,5,64,1,76036,99,1,,
5,2,1,60,1,76037,7,2,,
10,6,,15,2,76038,,1,,8
7,2,5,26,2,76039,,1,,
7,1,5,60,2,76040,,1,,
9,3,1,52,1,76041,,1,,
7,4,1,27,2,76042,,1,,
12,2,1,64,2,76043,,1,,
4,6,,11,1,76044,,1,,6
14,7,,12,2,76045,,1,,5
5,4,1,50,1,76046,,1,,
14,4,,9,1,76047,,1,,2
8,7,3,49,1,76048,,1,,
9,5,6,54,1,76049,,1,,
3,6,,7,1,76050,3,2,,1
77,3,1,50,1,76051,6,1,,
5,4,,10,2,76052,,1,,4
15,3,,5,2,76053,2,2,,
4,2,1,22,2,76054,4,1,,
2,3,,18,2,76055,,1,,13
2,4,,17,1,76056,,1,,11
7,3,,18,1,76057,4,1,,13
8,6,,0,2,76058,,1,10,
10,2,6,21,1,76059,,1,,
15,2,1,32,2,76060,,1,,
5,3,,10,2,76061,,1,,4
7,5,6,30,1,76062,,1,,
8,6,,0,2,76063,,1,3,
10,1,3,42,1,76064,,1,,
15,4,,1,1,76065,,1,21,
6,2,,17,1,76066,,1,,11
9,3,1,26,1,76067,,1,,
6,3,,13,2,76068,,1,,7
15,4,1,44,1,76069,,1,,
8,4,,15,1,76070,,1,,9
15,4,1,34,1,76071,,1,,
3,2,1,73,1,76072,,1,,
15,5,5,21,1,76073,,1,,
9,3,1,70,1,76074,,1,,
8,4,1,35,1,76075,,1,,
5,4,3,51,2,76076,,1,,
4,5,1,45,2,76077,,1,,
15,3,1,48,1,76078,,1,,
5,5,,19,2,76079,,1,,12
5,5,,6,2,76080,,1,,0
15,5,1,35,1,76081,,1,,
15,2,1,30,1,76082,,1,,
15,5,,11,1,76083,,1,,5
15,4,1,48,1,76084,,1,,
6,5,,2,1,76085,,1,,
6,4,,18,1,76086,,1,,13
15,7,1,55,1,76087,6,2,,
15,3,1,27,1,76088,,1,,
5,3,,17,2,76089,,1,,15
15,2,5,44,1,76090,,1,,
15,2,1,66,2,76091,7,1,,
99,2,1,74,2,76092,8,1,,
15,4,,11,2,76093,,1,,5
5,7,,18,1,76094,1,2,,66
77,7,1,41,2,76095,3,2,,
15,4,1,37,1,76096,,1,,
15,2,1,66,2,76097,,1,,
6,3,,5,1,76098,,1,,
6,4,,14,2,76099,,1,,8
15,6,,6,2,76100,,1,,0
1,3,5,20,2,76101,,1,,
15,6,,16,1,76102,,1,,10
15,5,1,45,2,76103,,1,,
14,7,1,45,2,76104,,1,,
1,3,,7,1,76105,,1,,0
99,5,1,39,1,76106,,1,,
5,5,1,59,2,76107,7,1,,
15,5,1,48,1,76108,,1,,
8,4,1,36,1,76109,,1,,
5,7,6,22,1,76110,,1,,
6,5,,2,1,76111,,1,,
15,2,1,63,1,76112,,1,,
10,5,,5,2,76113,,1,,
,2,,18,1,76114,,1,,11
7,3,,15,2,76115,1,2,,9
13,3,1,68,1,76116,,1,,
6,1,2,72,2,76117,,1,,
7,3,5,60,2,76118,7,1,,
5,6,5,49,1,76119,,1,,
7,5,1,40,1,76120,,1,,
5,7,,11,1,76121,,1,,4
5,5,,0,2,76122,,1,8,
8,7,,0,1,76123,,1,4,
13,3,,0,1,76124,,1,9,
15,6,,12,1,76125,,1,,5
3,4,5,27,2,76126,,1,,
15,2,1,67,1,76127,,1,,
1,1,2,74,2,76128,,1,,
14,1,5,41,2,76129,7,1,,
,4,,4,2,76130,,1,,
6,4,,0,2,76131,,1,7,
4,5,,18,2,76132,,1,,11
14,3,5,47,2,76133,8,1,,
4,2,5,58,1,76134,,1,,
6,3,,16,1,76135,,1,,9
8,3,3,53,2,76136,7,1,,
14,2,5,56,1,76137,,1,,
6,3,1,39,2,76138,,1,,
13,4,1,76,2,76139,,1,,
6,4,6,27,2,76140,,1,,
,5,1,40,2,76141,6,1,,
10,5,,2,1,76142,,1,,
6,5,,1,2,76143,,1,16,
3,1,3,80,1,76144,,1,,
15,2,1,60,2,76145,,1,,
6,4,5,23,2,76146,,1,,
12,2,6,54,1,76147,,1,,
6,2,5,32,2,76148,,1,,
10,3,1,68,2,76149,7,2,,
2,1,5,58,2,76150,,1,,
2,2,2,55,1,76151,,1,,
6,4,,2,2,76152,,1,,
2,5,,16,1,76153,,1,,9
8,1,3,29,2,76154,,1,,
14,6,,10,1,76155,,1,,4
14,5,4,61,1,76156,,1,,
9,1,5,50,2,76157,,1,,
3,2,1,72,2,76158,,1,,
6,1,2,75,1,76159,,1,,
6,4,1,25,2,76160,,1,,
6,2,1,34,1,76161,,1,,
9,7,,10,2,76162,,1,,4
15,4,,10,2,76163,,1,,3
3,1,3,62,2,76164,,1,,
7,5,,7,2,76165,,1,,1
77,6,,8,2,76166,,1,,1
77,3,1,42,2,76167,4,2,,
5,5,3,52,1,76168,,1,,
8,2,1,43,2,76169,,1,,
15,1,3,55,2,76170,5,1,,
7,1,2,80,1,76171,99,1,,
8,7,,13,1,76172,,1,,7
8,6,,19,1,76173,2,2,,13
14,2,5,21,1,76174,,1,,
6,6,,6,2,76175,,1,,0
7,5,,17,1,76176,,1,,11
15,4,,7,1,76177,,1,,1
15,6,1,49,2,76178,6,1,,
14,3,2,54,2,76179,,1,,
1,7,1,55,1,76180,,1,,
5,2,5,45,2,76181,,1,,
3,4,,3,1,76182,,1,,
9,3,,17,2,76183,,1,,11
7,4,1,59,1,76184,,1,,
15,5,,3,2,76185,,1,,
12,4,1,53,2,76186,5,1,,
15,7,1,56,2,76187,,1,,
3,1,3,74,2,76188,4,1,,
5,3,,15,2,76189,,1,,8
12,7,5,48,1,76190,,1,,
4,6,,18,2,76191,,1,,13
7,5,1,66,2,76192,,1,,
3,4,1,39,2,76193,5,2,,
12,7,,0,1,76194,,1,6,
7,5,,18,1,76195,,1,,10
4,5,,3,1,76196,,1,,
1,4,5,45,2,76197,,1,,
7,7,,11,2,76198,,1,,5
6,3,1,56,2,76199,,1,,
14,5,,2,1,76200,,1,,
77,2,1,64,1,76201,,1,,
7,5,,0,2,76202,,1,10,
5,6,,13,1,76203,,1,,6
15,5,1,45,2,76204,,1,,
7,6,,1,2,76205,,1,21,
9,5,1,38,2,76206,,1,,
7,3,,6,1,76207,,1,,0
15,7,1,51,1,76208,,1,,
15,2,1,59,1,76209,,1,,
15,5,,17,2,76210,,1,,10
14,4,,17,1,76211,,1,,11
9,4,1,34,2,76212,6,1,,
10,3,1,78,1,76213,,1,,
7,7,,18,2,76214,4,2,,11
14,4,1,43,2,76215,,1,,
8,5,,13,1,76216,,1,,7
4,7,5,53,2,76217,4,2,,
15,4,1,36,2,76218,,1,,
14,5,,8,1,76219,,1,,1
15,3,1,56,1,76220,,1,,
7,6,,16,2,76221,5,1,,9
3,5,,2,1,76222,,1,,
10,2,1,76,1,76223,,1,,
2,1,2,74,2,76224,,1,,
12,2,1,80,1,76225,,1,,
6,4,1,43,1,76226,4,1,,
4,2,1,26,2,76227,,1,,
6,5,,1,1,76228,,1,21,
14,7,,17,1,76229,,1,,10
12,2,5,24,1,76230,,1,,
9,3,1,25,1,76231,,1,,
4,6,6,29,1,76232,4,2,,
12,7,1,54,2,76233,5,2,,
3,3,,17,2,76234,,1,,11
7,1,3,76,2,76235,,1,,
15,4,1,40,2,76236,,1,,
14,4,,4,1,76237,2,2,,
7,1,3,61,2,76238,,1,,
14,7,,13,2,76239,,1,,7
8,7,1,35,1,76240,,1,,
15,2,5,20,1,76241,,1,,
6,5,,19,2,76242,,1,,13
12,3,3,59,2,76243,,1,,
6,7,,15,2,76244,,1,,9
4,5,,12,2,76245,,1,,6
5,5,1,44,1,76246,,1,,
6,4,,2,1,76247,,1,,
15,5,1,50,1,76248,,1,,
5,3,,0,1,76249,,1,10,
15,6,,11,1,76250,,1,,5
7,6,,11,2,76251,,1,,4
6,3,1,70,2,76252,,1,,
4,6,1,27,2,76253,4,1,,
99,5,,1,2,76254,,1,12,
77,4,,2,1,76255,,1,,
15,2,1,50,2,76256,,1,,
77,7,,2,2,76257,,1,,
3,5,,11,2,76258,,1,,4
10,5,,16,2,76259,5,1,,10
6,4,,15,1,76260,,1,,99
6,2,5,20,1,76261,,1,,
4,3,,3,1,76262,,1,,
77,6,,9,1,76263,,1,,3
7,1,5,80,1,76264,,1,,
1,5,,12,1,76265,,1,,5
6,5,,7,1,76266,,1,,1
8,3,1,63,1,76267,,1,,
7,5,,1,2,76268,,1,17,
15,2,1,28,2,76269,,1,,
9,5,5,24,2,76270,,1,,
14,1,5,61,1,76271,,1,,
14,3,1,42,2,76272,,1,,
5,4,,4,1,76273,,1,,
9,3,,0,1,76274,,1,9,
8,7,,1,1,76275,,1,18,
77,5,1,42,1,76276,4,2,,
4,2,1,80,1,76277,,1,,
9,4,,7,1,76278,,1,,0
4,4,,15,2,76279,,1,,8
77,6,,0,1,76280,,1,10,
2,1,3,49,2,76281,,1,,
14,2,6,62,2,76282,,1,,
3,5,,1,1,76283,,1,18,
3,4,1,29,1,76284,3,2,,
15,5,1,40,1,76285,,1,,
4,1,3,59,1,76286,,1,,
2,6,,2,1,76287,,1,,
2,3,5,30,2,76288,,1,,
15,4,3,24,2,76289,,1,,
8,6,1,42,2,76290,3,2,,
15,5,,2,2,76291,,1,24,
,5,1,44,1,76292,,1,,
15,5,,14,1,76293,,1,,7
2,1,2,72,1,76294,,1,,
10,2,4,41,1,76295,,1,,
15,4,1,33,2,76296,3,2,,
12,4,1,40,1,76297,,1,,
14,3,1,57,2,76298,,1,,
7,2,,16,2,76299,,1,,11
6,5,,9,1,76300,,1,,3
15,2,1,28,2,76301,,1,,
15,4,1,49,1,76302,,1,,
12,7,1,43,2,76303,4,1,,
2,5,,18,2,76304,,1,,13
4,4,,18,1,76305,,1,,13
15,2,1,66,1,76306,,1,,
6,6,6,41,2,76307,77,2,,
,4,,8,2,76308,,1,,2
3,7,,3,2,76309,,1,,
15,5,1,50,2,76310,,1,,
2,4,,16,2,76311,,1,,9
8,4,1,65,2,76312,,1,,
15,3,5,27,2,76313,,1,,
15,4,1,38,2,76314,,1,,
6,5,,10,2,76315,,1,,5
6,4,1,45,2,76316,,1,,
77,5,1,40,2,76317,77,2,,
5,7,,0,1,76318,,1,8,
8,6,,9,2,76319,,1,,2
9,4,3,63,2,76320,,1,,
7,4,,5,2,76321,,1,,
5,6,3,43,2,76322,,1,,
8,3,,12,2,76323,,1,,6
9,4,,2,1,76324,,1,,
2,1,3,64,1,76325,5,1,,
9,2,1,32,1,76326,5,1,,
7,4,,0,1,76327,,1,7,
6,7,,16,1,76328,,1,,10
2,5,,5,2,76329,,1,,
3,6,5,24,2,76330,,1,,
15,6,,12,2,76331,,1,,6
1,6,,6,2,76332,,1,,1
3,5,2,80,2,76333,9,2,,
1,4,5,22,1,76334,,1,,
7,2,1,65,1,76335,,1,,
7,6,,4,1,76336,,1,,
5,4,,14,2,76337,,1,,8
14,3,,0,1,76338,,1,1,
14,4,,5,1,76339,,1,,
6,3,,16,2,76340,,1,,10
9,3,,1,1,76341,,1,22,
14,7,6,43,2,76342,,1,,
4,2,,2,1,76343,,1,,
7,4,,11,1,76344,,1,,5
4,4,,8,1,76345,,1,,1
4,4,,6,1,76346,,1,,0
5,1,3,32,2,76347,,1,,
77,4,1,41,2,76348,5,1,,
4,2,4,38,1,76349,,1,,
8,2,,7,1,76350,,1,,0
2,2,1,43,2,76351,,1,,
15,5,,17,1,76352,,1,,11
9,3,1,80,2,76353,6,1,,
4,5,6,54,1,76354,,1,,
6,3,,14,2,76355,,1,,8
3,3,5,23,2,76356,,1,,
6,5,,14,2,76357,,1,,7
14,3,,0,1,76358,,1,6,
6,3,,6,1,76359,2,2,,0
15,5,,3,1,76360,,1,,
9,5,,2,1,76361,,1,,
12,5,,1,1,76362,,1,22,
,3,2,73,2,76363,,1,,
12,7,,5,1,76364,,1,,
14,4,1,55,1,76365,6,1,,
6,7,5,37,2,76366,,1,,
14,3,6,42,1,76367,,1,,
4,5,,0,1,76368,,1,6,
6,2,5,31,1,76369,,1,,
14,4,,4,1,76370,,1,,
15,5,,18,1,76371,,1,,9
9,7,5,42,2,76372,,1,,
15,5,5,20,1,76373,,1,,
7,4,,9,1,76374,,1,,3
5,2,5,30,2,76375,,1,,
6,7,3,56,2,76376,,1,,
7,3,3,36,1,76377,,1,,
10,6,,4,1,76378,,1,,
15,6,,1,1,76379,,1,23,
2,2,2,58,2,76380,,1,,
3,2,5,21,2,76381,,1,,
12,5,,2,1,76382,,1,,
10,5,5,23,1,76383,,1,,
5,7,4,50,2,76384,77,2,,
77,4,3,57,1,76385,6,1,,
6,6,,2,2,76386,,1,,
14,3,5,25,2,76387,4,1,,
6,5,4,43,2,76388,,1,,
77,6,,1,1,76389,,1,19,
2,5,5,23,1,76390,1,2,,
3,1,2,80,2,76391,,1,,
77,5,,10,1,76392,,1,,4
9,6,,8,2,76393,,1,,2
6,7,,12,2,76394,,1,,6
7,3,1,71,1,76395,,1,,
15,3,,2,1,76396,,1,,
4,2,1,69,1,76397,,1,,
3,5,,15,2,76398,,1,,9
77,1,3,51,1,76399,,1,,
14,3,1,61,1,76400,3,1,,
6,2,,18,2,76401,2,2,,11
2,2,1,80,2,76402,6,1,,
1,1,3,59,2,76403,,1,,
,3,3,68,2,76404,,1,,
14,1,5,50,2,76405,,1,,
6,6,6,36,1,76406,,1,,
12,2,3,41,2,76407,,1,,
3,6,5,48,1,76408,,1,,
3,4,6,20,2,76409,,1,,
13,5,,3,1,76410,,1,,
4,2,1,63,2,76411,6,1,,
14,4,5,31,2,76412,,1,,
3,1,3,66,2,76413,9,1,,
4,4,,6,1,76414,,1,,0
5,5,5,25,1,76415,,1,,
77,6,,6,1,76416,,1,,0
5,2,,4,1,76417,,1,,
15,3,1,40,1,76418,99,1,,
2,3,,7,1,76419,,1,,0
7,4,,2,2,76420,,1,,
15,6,,0,2,76421,,1,3,
12,4,1,69,1,76422,,1,,
9,1,3,74,2,76423,,1,,
10,2,1,60,1,76424,,1,,
14,7,6,29,1,76425,77,2,,
1,4,,3,2,76426,,1,,
8,2,1,37,1,76427,3,2,,
77,5,,6,1,76428,,1,,0
77,2,1,63,1,76429,5,2,,
1,7,,1,1,76430,,1,17,
14,7,,13,1,76431,,1,,7
6,3,,18,1,76432,,1,,11
4,2,1,44,1,76433,,1,,
12,6,1,50,1,76434,6,1,,
14,2,1,69,2,76435,,1,,
6,1,2,78,1,76436,,1,,
3,2,1,64,1,76437,,1,,
6,2,1,59,2,76438,,1,,
6,7,1,28,1,76439,5,2,,
14,2,1,49,2,76440,,1,,
15,4,,7,2,76441,,1,,1
10,2,1,78,2,76442,,1,,
2,5,6,63,1,76443,,1,,
15,5,1,51,2,76444,,1,,
4,6,,5,1,76445,,1,,
6,1,4,46,2,76446,,1,,
7,1,2,80,2,76447,,1,,
4,5,,15,1,76448,,1,,8
10,5,,0,1,76449,,1,1,
12,5,,6,1,76450,,1,,0
5,6,1,34,2,76451,,1,,
14,5,,2,1,76452,,1,,
15,4,1,42,2,76453,,1,,
15,5,,16,1,76454,4,2,,8
2,1,3,69,2,76455,,1,,
8,5,,7,1,76456,,1,,2
15,4,,4,2,76457,1,2,,
6,5,,17,1,76458,,1,,11
5,2,5,33,1,76459,,1,,
6,3,,2,2,76460,,1,,
4,6,3,52,2,76461,,1,,
3,6,,0,2,76462,,1,0,
15,6,,6,1,76463,,1,,0
14,5,1,33,1,76464,,1,,
7,3,3,71,2,76465,,1,,
6,6,1,39,2,76466,6,2,,
1,3,,5,2,76467,,1,,
10,2,1,73,1,76468,,1,,
6,4,1,72,1,76469,,1,,
77,2,3,49,2,76470,,1,,
4,5,,2,2,76471,,1,,
9,2,1,52,2,76472,,1,,
4,3,,4,1,76473,,1,,
12,5,,17,2,76474,2,1,,11
4,1,2,72,2,76475,,1,,
8,7,3,39,2,76476,,1,,
8,3,4,73,2,76477,4,2,,
15,5,,4,1,76478,,1,,
15,6,,14,1,76479,,1,,8
15,5,5,24,2,76480,,1,,
15,6,1,67,2,76481,7,1,,
6,1,3,42,2,76482,,1,,
14,7,,12,1,76483,,1,,6
7,4,1,63,1,76484,7,1,,
3,5,,12,2,76485,,1,,6
6,5,5,24,2,76486,4,1,,
6,5,5,23,2,76487,4,2,,
5,5,1,41,1,76488,5,2,,
10,5,6,39,1,76489,,1,,
10,2,1,68,2,76490,,1,,
7,2,5,23,2,76491,,1,,
15,2,1,55,2,76492,9,1,,
77,4,6,38,1,76493,2,2,,
5,3,3,29,1,76494,4,2,,
5,7,,3,1,76495,,1,,
2,4,4,23,2,76496,4,2,,
8,6,,7,2,76497,,1,,1
7,4,,6,1,76498,3,2,,1
3,3,,7,2,76499,,1,,1
15,4,5,20,2,76500,,1,,
7,5,,9,2,76501,,1,,3
77,4,,10,1,76502,,1,,4
15,3,,15,2,76503,,1,,9
7,4,,3,1,76504,,1,,
5,6,,14,1,76505,,1,,6
6,5,5,20,2,76506,,1,,
14,5,,2,2,76507,,1,,
5,1,3,55,2,76508,,1,,
12,4,5,24,1,76509,,1,,
3,2,6,52,2,76510,,1,,
4,2,5,52,2,76511,,1,,
5,4,,13,1,76512,,1,,7
77,5,,15,1,76513,4,2,,9
9,2,1,26,2,76514,2,2,,
3,1,5,72,2,76515,9,1,,
1,7,,2,2,76516,,1,,
1,7,,11,2,76517,,1,,6
3,1,5,47,1,76518,,1,,
1,7,,17,1,76519,,1,,9
9,4,,9,1,76520,,1,,3
10,6,,14,2,76521,,1,,8
1,3,,13,2,76522,,1,,6
,5,1,30,2,76523,,1,,
15,4,,18,1,76524,,1,,10
7,3,,17,2,76525,3,2,,11
15,6,,7,1,76526,,1,,1
10,2,1,68,1,76527,,1,,
15,5,1,43,2,76528,6,1,,
7,3,,18,2,76529,1,2,,11
4,1,2,80,2,76530,,1,,
15,4,2,80,1,76531,,1,,
3,1,5,38,1,76532,,1,,
7,2,3,67,1,76533,,1,,
5,3,3,52,1,76534,,1,,
8,6,,2,1,76535,,1,,
15,4,6,37,2,76536,6,2,,
2,5,,15,1,76537,,1,,8
10,3,,1,2,76538,,1,23,
15,5,1,36,2,76539,,1,,
9,2,1,69,1,76540,,1,,
6,2,1,26,1,76541,5,1,,
6,7,1,64,2,76542,,1,,
6,7,1,40,1,76543,,1,,
12,6,,10,1,76544,,1,,4
2,2,,2,2,76545,,1,,
14,7,,7,2,76546,,1,,3
15,4,,16,1,76547,,1,,11
8,3,1,62,1,76548,,1,,
2,1,3,74,1,76549,,1,,
6,2,1,70,1,76550,8,1,,
15,3,1,56,2,76551,8,1,,
4,5,6,31,2,76552,,1,,
15,7,5,22,1,76553,,1,,
15,7,,10,2,76554,,1,,3
9,5,,2,2,76555,,1,,
9,5,1,45,1,76556,6,1,,
5,5,1,54,1,76557,3,2,,
14,3,1,64,2,76558,6,1,,
6,5,,15,2,76559,,1,,9
8,2,1,57,1,76560,4,2,,
3,4,1,61,1,76561,,1,,
5,7,,2,2,76562,,1,,
15,5,,16,2,76563,,1,,10
8,6,,2,2,76564,,1,,
14,2,2,80,2,76565,,1,,
8,4,,4,2,76566,,1,,
15,4,5,20,2,76567,,1,,
10,2,5,64,2,76568,,1,,
4,4,1,45,1,76569,4,2,,
5,7,,3,1,76570,,1,,
14,2,1,57,1,76571,8,1,,
10,6,,6,2,76572,,1,,0
14,3,6,41,2,76573,,1,,
5,6,1,38,2,76574,,1,,
15,3,1,69,2,76575,,1,,
14,1,2,80,2,76576,,1,,
6,4,6,23,2,76577,,1,,
8,2,6,43,1,76578,5,2,,
3,5,,16,2,76579,4,2,,8
7,2,3,71,2,76580,,1,,
10,5,,13,2,76581,,1,,7
9,3,,3,1,76582,,1,,
5,7,,15,1,76583,3,2,,9
15,2,1,49,2,76584,,1,,
9,6,,6,2,76585,,1,,0
2,1,3,45,2,76586,,1,,
15,7,1,62,1,76587,6,2,,
5,7,,13,2,76588,,1,,7
3,1,3,38,1,76589,,1,,
8,1,2,67,2,76590,,1,,
15,4,6,28,2,76591,,1,,
15,5,,5,1,76592,,1,,
2,1,2,76,1,76593,8,1,,
15,5,,10,1,76594,,1,,4
2,6,,11,2,76595,2,2,,6
8,4,1,46,2,76596,,1,,
5,5,1,41,2,76597,,1,,
9,4,3,40,1,76598,8,2,,
77,7,1,63,1,76599,,1,,
1,7,1,40,2,76600,,1,,
10,5,1,39,1,76601,,1,,
3,2,5,40,2,76602,,1,,
1,7,,12,1,76603,,1,,7
5,2,6,61,1,76604,,1,,
4,6,,12,1,76605,,1,,7
15,3,3,57,2,76606,7,1,,
2,3,,2,1,76607,1,1,,
13,5,6,38,2,76608,,1,,
4,6,5,21,2,76609,4,1,,
5,2,,7,1,76610,,1,,1
5,5,,16,1,76611,4,2,,10
15,4,1,62,1,76612,4,2,,
15,3,1,32,1,76613,2,2,,
15,2,5,41,2,76614,,1,,
6,3,1,69,1,76615,,1,,
14,2,1,69,2,76616,,1,,
5,4,,18,1,76617,4,2,,12
14,5,,9,1,76618,,1,,3
3,1,5,31,2,76619,,1,,
3,5,,3,2,76620,,1,,
3,3,,1,2,76621,,1,21,
6,4,5,22,1,76622,,1,,
6,3,5,41,1,76623,,1,,
4,1,2,51,1,76624,,1,,
6,5,,10,1,76625,,1,,3
14,2,1,51,2,76626,,1,,
5,4,3,76,2,76627,,1,,
7,5,,2,1,76628,,1,,
14,3,1,25,1,76629,,1,,
2,1,3,39,2,76630,4,2,,
4,1,2,80,2,76631,,1,,
10,2,1,49,1,76632,4,1,,
15,2,3,48,1,76633,,1,,
7,6,1,43,2,76634,6,1,,
15,2,1,59,1,76635,6,1,,
6,3,5,29,2,76636,,1,,
7,3,1,42,2,76637,,1,,
7,1,3,63,2,76638,,1,,
1,3,5,43,1,76639,,1,,
7,6,,6,2,76640,,1,,0
5,5,1,42,2,76641,,1,,
9,4,1,40,2,76642,5,2,,
14,5,6,41,2,76643,,1,,
6,5,,10,1,76644,,1,,4
8,1,3,52,1,76645,,1,,
4,4,,1,2,76646,,1,23,
3,4,,8,2,76647,,1,,3
12,4,2,74,2,76648,,1,,
3,1,3,59,1,76649,6,1,,
6,7,,8,2,76650,,1,,1
15,3,,0,2,76651,,1,8,
7,5,,3,1,76652,,1,,
12,2,1,66,2,76653,,1,,
15,2,1,45,2,76654,,1,,
2,1,3,64,2,76655,7,1,,
7,3,5,23,2,76656,,1,,
77,4,5,49,2,76657,3,2,,
2,5,,9,2,76658,,1,,1
12,3,1,36,2,76659,,1,,
3,1,2,74,2,76660,8,2,,
15,3,,9,2,76661,,1,,3
3,5,,12,1,76662,,1,,7
,6,1,71,1,76663,8,1,,
7,3,,0,2,76664,,1,6,
15,4,1,44,2,76665,,1,,
3,2,2,65,2,76666,8,1,,
15,3,1,52,2,76667,,1,,
15,2,1,45,2,76668,,1,,
9,7,5,63,1,76669,7,1,,
10,2,3,49,1,76670,,1,,
15,6,1,40,2,76671,,1,,
3,3,3,45,2,76672,,1,,
14,2,1,80,1,76673,,1,,
5,7,6,42,2,76674,,1,,
15,4,1,48,1,76675,5,1,,
8,7,1,41,1,76676,7,1,,
6,5,,18,2,76677,4,2,,15
99,2,,10,1,76678,,1,,2
4,1,2,69,2,76679,,1,,
15,5,1,61,2,76680,,1,,
13,4,,1,1,76681,,1,16,
13,7,,13,2,76682,,1,,8
3,4,,15,1,76683,,1,,9
7,1,5,47,2,76684,,1,,
10,5,,4,2,76685,,1,,
77,7,1,34,1,76686,3,2,,
5,1,4,79,1,76687,,1,,
7,1,3,68,1,76688,,1,,
7,1,3,69,2,76689,,1,,
12,4,,14,2,76690,,1,,8
99,3,5,38,1,76691,99,2,,
9,2,1,58,2,76692,,1,,
5,7,,7,1,76693,,1,,1
7,4,,8,1,76694,,1,,2
4,1,2,80,2,76695,,1,,
1,6,,7,2,76696,,1,,2
6,4,5,24,1,76697,,1,,
8,6,1,66,2,76698,6,1,,
6,2,,16,2,76699,,1,,10
4,3,1,53,1,76700,6,2,,
6,5,,3,2,76701,,1,,
4,2,3,62,1,76702,,1,,
5,1,3,36,1,76703,,1,,
4,2,1,50,2,76704,,1,,
6,3,5,50,2,76705,,1,,
8,7,5,60,1,76706,99,1,,
5,2,5,46,2,76707,4,2,,
1,1,5,23,1,76708,,1,,
6,2,1,74,1,76709,,1,,
15,3,,1,1,76710,,1,13,
9,3,,11,1,76711,,1,,5
15,2,1,36,1,76712,,1,,
3,3,,2,2,76713,,1,,
5,7,1,72,2,76714,,1,,
6,2,1,74,1,76715,,1,,
5,3,,18,2,76716,,1,,10
14,6,,0,2,76717,,1,5,
5,4,1,40,2,76718,,1,,
8,5,1,39,2,76719,,1,,
6,4,,15,2,76720,2,2,,10
6,6,,9,2,76721,,1,,3
15,2,1,73,1,76722,,1,,
15,5,1,48,2,76723,,1,,
6,3,,13,2,76724,3,2,,8
6,5,,14,1,76725,,1,,7
15,4,,0,2,76726,,1,0,
9,3,,7,2,76727,,1,,2
5,3,,8,1,76728,,1,,1
15,3,,0,2,76729,,1,7,
4,2,1,58,1,76730,,1,,
10,3,1,41,1,76731,6,2,,
14,4,,19,2,76732,,1,,15
7,2,1,77,1,76733,,1,,
8,2,1,80,2,76734,,1,,
3,3,2,58,2,76735,,1,,
15,2,1,30,2,76736,4,2,,
15,3,5,28,2,76737,,1,,
15,5,3,63,2,76738,7,1,,
4,1,3,80,2,76739,,1,,
15,4,1,40,2,76740,,1,,
3,1,3,68,2,76741,,1,,
15,2,1,40,1,76742,7,1,,
7,4,,2,1,76743,,1,,
9,5,,5,2,76744,,1,,
14,7,2,70,1,76745,7,1,,
77,1,5,55,1,76746,6,2,,
3,1,2,80,2,76747,,1,,
15,5,,1,1,76748,,1,13,
6,6,,7,1,76749,,1,,1
4,6,,9,2,76750,,1,,4
10,3,1,36,2,76751,6,2,,
