income,num_people_household,marital_status,age_yrs,gender,id,time_in_us,is_citizen,age_months,years_edu
6,5,1,28,1,81320,,1,,
10,4,2,80,2,81321,99,1,,
7,2,3,55,2,81322,3,2,,
15,4,1,50,1,81323,,1,,
8,5,,1,1,81324,,1,22,
15,4,,9,2,81325,3,1,,3
8,5,,16,2,81326,,1,,11
15,3,,11,1,81327,,1,,5
15,4,,18,1,81328,,1,,11
8,3,1,63,2,81329,,1,,
6,5,,6,2,81330,,1,,0
8,2,5,27,2,81331,2,2,,
3,1,5,61,2,81332,,1,,
3,5,,2,1,81333,,1,,
13,3,,18,2,81334,,1,,13
3,6,,8,2,81335,,1,,2
4,6,,11,2,81336,,1,,5
15,2,1,36,1,81337,,1,,
,3,,2,1,81338,,1,,
2,1,5,55,1,81339,,1,,
15,5,,6,1,81340,,1,,0
15,5,,17,2,81341,,1,,11
15,4,1,46,1,81342,,1,,
77,2,1,65,2,81343,8,1,,
10,5,1,59,1,81344,8,2,,
7,2,3,63,2,81345,,1,,
3,4,,2,1,81346,,1,,
15,6,1,42,1,81347,,1,,
8,7,5,21,1,81348,2,2,,
4,3,6,36,1,81349,5,2,,
6,3,1,58,2,81350,8,1,,
1,7,,14,2,81351,1,2,,7
5,1,4,58,1,81352,,1,,
15,2,1,76,1,81353,,1,,
9,5,,3,2,81354,,1,,
14,5,,6,2,81355,,1,,0
7,4,,12,1,81356,,1,,7
3,1,3,66,2,81357,,1,,
2,1,2,77,2,81358,7,1,,
3,1,3,57,2,81359,,1,,
14,6,,0,1,81360,,1,5,
6,5,,8,2,81361,,1,,2
,4,5,21,1,81362,,1,,
14,7,,0,2,81363,,1,1,
15,4,,16,1,81364,,1,,10
8,4,,8,2,81365,,1,,1
5,6,6,38,1,81366,3,2,,
77,6,1,48,1,81367,99,2,,
7,2,2,65,2,81368,,1,,
15,4,,11,1,81369,,1,,5
2,4,5,43,2,81370,,1,,
2,3,,1,1,81371,,1,17,
10,4,1,31,2,81372,,1,,
4,3,1,49,1,81373,,1,,
9,2,1,43,2,81374,6,1,,
14,4,1,41,2,81375,4,1,,
14,3,,5,2,81376,,1,,
9,2,1,80,1,81377,,1,,
5,4,5,49,2,81378,,1,,
15,5,1,48,1,81379,,1,,
3,1,2,80,1,81380,,1,,
3,1,2,73,2,81381,4,1,,
14,2,1,71,1,81382,,1,,
3,4,,16,1,81383,,1,,9
15,4,1,40,1,81384,2,2,,
15,4,1,69,1,81385,,1,,
1,2,,18,2,81386,,1,,13
3,1,5,52,2,81387,4,1,,
5,4,1,26,1,81388,2,2,,
10,5,,13,1,81389,,1,,7
6,4,,3,1,81390,,1,,
3,1,4,64,1,81391,,1,,
10,6,,11,2,81392,,1,,5
77,5,,16,2,81393,2,2,,9
7,5,,10,2,81394,3,2,,4
12,6,5,23,1,81395,,1,,
8,6,5,21,1,81396,5,2,,
5,4,,15,1,81397,,1,,9
15,5,,2,2,81398,,1,,
15,6,2,80,2,81399,,1,,
3,3,,2,1,81400,,1,,
4,6,,16,2,81401,,1,,8
6,7,,11,1,81402,,1,,4
2,7,,5,1,81403,,1,,
6,4,,0,1,81404,,1,6,
14,4,,10,1,81405,1,2,,4
3,6,1,26,2,81406,,1,,
5,5,,16,2,81407,,1,,11
7,7,1,30,2,81408,,1,,
10,5,5,65,2,81409,,1,,
9,4,,6,1,81410,,1,,0
15,4,,15,1,81411,,1,,9
5,1,3,67,1,81412,8,1,,
10,1,3,50,2,81413,,1,,
8,7,,13,1,81414,,1,,8
14,2,1,80,1,81415,,1,,
3,2,1,80,1,81416,,1,,
1,3,,2,1,81417,,1,,
5,3,5,61,2,81418,,1,,
5,4,,14,2,81419,4,2,,7
14,5,,1,1,81420,,1,15,
8,5,,7,2,81421,,1,,1
7,6,,4,1,81422,,1,,
9,6,,7,1,81423,,1,,1
10,3,1,27,2,81424,,1,,
6,5,,2,1,81425,,1,,
6,5,,12,2,81426,,1,,6
4,7,6,52,1,81427,7,2,,
6,3,6,26,2,81428,,1,,
15,2,1,65,2,81429,,1,,
9,2,1,62,1,81430,,1,,
15,6,,5,1,81431,,1,,
3,3,,8,1,81432,,1,,2
4,6,,17,1,81433,,1,,10
10,2,1,80,1,81434,,1,,
4,3,,18,1,81435,,1,,10
2,1,2,80,2,81436,,1,,
7,6,,16,1,81437,,1,,10
9,4,3,56,2,81438,,1,,
15,6,,0,1,81439,,1,3,
3,7,,2,2,81440,,1,,
5,1,5,34,1,81441,,1,,
77,4,3,32,2,81442,4,2,,
9,4,,1,1,81443,,1,12,
10,4,1,51,2,81444,6,1,,
77,5,,10,1,81445,,1,,5
6,4,,11,2,81446,4,2,,5
2,1,5,69,2,81447,,1,,
2,4,,18,1,81448,,1,,11
14,5,,6,1,81449,,1,,1
8,1,3,56,2,81450,7,1,,
7,3,,19,1,81451,,1,,15
15,1,5,60,1,81452,,1,,
15,3,5,22,2,81453,,1,,
5,3,,15,1,81454,,1,,9
15,4,,1,1,81455,1,1,15,
8,2,1,80,1,81456,,1,,
15,4,1,45,2,81457,5,2,,
7,5,,0,2,81458,,1,9,
4,3,,1,2,81459,,1,23,
14,4,1,46,2,81460,6,1,,
5,5,1,24,1,81461,3,2,,
77,5,1,53,2,81462,6,1,,
5,6,4,53,2,81463,,1,,
14,2,1,68,2,81464,,1,,
3,2,1,68,2,81465,9,1,,
4,6,,0,1,81466,,1,4,
15,3,,7,2,81467,2,1,,0
14,2,1,74,1,81468,,1,,
77,5,,16,1,81469,,1,,10
14,4,1,43,2,81470,5,1,,
14,4,,14,2,81471,1,2,,7
12,3,5,29,1,81472,4,1,,
4,3,5,20,2,81473,,1,,
7,1,3,78,2,81474,,1,,
5,3,4,42,2,81475,,1,,
6,7,,12,1,81476,,1,,6
7,2,1,70,2,81477,,1,,
13,4,,4,2,81478,,1,,
15,3,,11,1,81479,,1,,5
9,3,,12,1,81480,,1,,6
9,2,1,28,2,81481,3,1,,
15,6,1,49,1,81482,,1,,
6,5,,5,1,81483,,1,,
7,5,1,32,1,81484,,1,,
14,3,1,51,1,81485,3,2,,
15,2,1,74,1,81486,6,1,,
15,3,1,50,2,81487,,1,,
6,5,,3,1,81488,,1,,
15,7,1,38,1,81489,5,1,,
6,5,5,26,2,81490,,1,,
14,4,1,32,1,81491,,1,,
14,6,1,51,2,81492,4,1,,
13,5,,5,1,81493,,1,,
15,1,3,38,1,81494,,1,,
77,2,1,74,2,81495,,1,,
14,3,,14,1,81496,,1,,8
8,2,1,72,2,81497,7,1,,
15,6,,11,2,81498,,1,,5
99,4,,18,2,81499,,1,,11
15,4,,10,2,81500,,1,,4
6,5,,6,2,81501,,1,,1
4,5,,17,1,81502,,1,,11
14,2,5,43,2,81503,6,1,,
6,3,1,80,1,81504,99,1,,
15,4,,8,1,81505,,1,,2
2,5,6,22,2,81506,,1,,
5,4,,2,2,81507,,1,,
9,2,1,52,2,81508,7,1,,
2,1,5,42,1,81509,,1,,
14,7,,13,2,81510,,1,,6
5,3,,16,1,81511,,1,,9
8,2,1,69,1,81512,,1,,
5,5,,7,1,81513,,1,,1
6,6,5,23,1,81514,,1,,
5,5,,2,1,81515,,1,,
14,2,1,60,2,81516,,1,,
4,4,,15,2,81517,3,2,,9
7,6,,13,2,81518,,1,,7
15,5,1,58,1,81519,,1,,
5,2,,15,2,81520,,1,,9
15,4,1,55,2,81521,7,1,,
77,7,5,63,2,81522,,1,,
3,3,2,57,2,81523,,1,,
8,4,1,73,1,81524,5,2,,
10,5,,10,1,81525,,1,,4
1,5,,16,2,81526,1,2,,8
8,4,5,35,1,81527,,1,,
4,2,6,41,2,81528,,1,,
77,4,,1,2,81529,,1,13,
9,2,1,73,2,81530,,1,,
4,5,,5,2,81531,,1,,
14,4,,5,1,81532,,1,,
6,5,1,25,2,81533,,1,,
4,5,6,49,2,81534,,1,,
12,4,1,46,2,81535,,1,,
5,5,,8,2,81536,,1,,2
12,3,3,55,2,81537,7,1,,
2,6,,12,1,81538,,1,,5
7,6,,7,1,81539,,1,,2
14,7,,7,2,81540,,1,,1
7,3,,15,2,81541,,1,,8
6,2,,3,1,81542,,1,,
15,5,,14,1,81543,,1,,8
14,4,1,37,1,81544,4,1,,
7,6,,16,1,81545,,1,,9
9,7,,6,1,81546,,1,,1
3,4,2,60,2,81547,,1,,
7,2,1,69,1,81548,,1,,
8,7,,6,2,81549,,1,,1
15,3,1,51,1,81550,,1,,
4,4,,15,2,81551,,1,,10
77,3,6,62,2,81552,,1,,
15,3,1,26,2,81553,,1,,
7,5,,8,2,81554,,1,,2
2,3,,6,2,81555,,1,,0
14,6,5,25,2,81556,,1,,
15,5,,13,1,81557,,1,,7
14,5,,7,2,81558,,1,,1
14,2,1,31,1,81559,,1,,
15,3,,1,1,81560,,1,15,
4,7,,10,1,81561,,1,,3
15,4,,2,1,81562,,1,,
14,3,5,25,1,81563,,1,,
4,6,1,50,1,81564,4,2,,
4,6,,9,1,81565,,1,,4
3,1,3,52,1,81566,,1,,
15,4,,3,1,81567,,1,,
8,4,1,36,2,81568,,1,,
15,3,,1,1,81569,,1,12,
6,2,5,58,2,81570,,1,,
6,2,5,22,2,81571,,1,,
6,4,,15,2,81572,,1,,9
1,2,5,64,2,81573,4,2,,
15,3,1,34,1,81574,,1,,
9,4,,11,1,81575,,1,,5
12,6,1,40,2,81576,77,2,,
14,4,,9,1,81577,,1,,3
15,2,1,60,1,81578,,1,,
5,7,5,73,2,81579,8,2,,
6,1,3,68,2,81580,,1,,
13,5,2,80,1,81581,8,1,,
5,2,1,72,1,81582,6,1,,
7,7,,18,2,81583,,1,,11
15,4,1,48,2,81584,,1,,
5,7,6,36,1,81585,,1,,
77,4,,6,1,81586,,1,,0
3,2,3,66,2,81587,,1,,
8,7,,11,2,81588,,1,,5
15,5,,9,2,81589,,1,,3
6,5,6,28,1,81590,3,2,,
15,4,,14,2,81591,,1,,9
,5,,4,2,81592,,1,,
4,2,4,68,1,81593,7,1,,
9,4,1,60,1,81594,6,1,,
10,2,1,80,1,81595,,1,,
5,4,1,35,1,81596,3,1,,
8,7,3,63,1,81597,,1,,
6,2,1,50,1,81598,7,2,,
15,6,1,46,1,81599,,1,,
14,2,1,70,2,81600,,1,,
4,1,3,65,1,81601,,1,,
12,2,3,37,2,81602,,1,,
4,1,2,76,2,81603,,1,,
6,5,5,29,2,81604,3,1,,
15,5,3,43,1,81605,,1,,
15,4,1,42,2,81606,5,1,,
14,4,5,29,2,81607,,1,,
15,2,1,33,2,81608,,1,,
12,5,1,54,1,81609,7,1,,
77,2,1,60,1,81610,6,2,,
12,7,4,31,1,81611,5,2,,
5,4,,3,2,81612,,1,,
4,4,1,41,2,81613,,1,,
6,2,5,21,1,81614,,1,,
4,6,,10,2,81615,,1,,5
4,5,,10,2,81616,,1,,4
,4,5,52,1,81617,6,1,,
6,4,,19,2,81618,,1,,13
7,6,,18,2,81619,,1,,14
12,3,5,26,1,81620,,1,,
15,4,,15,2,81621,,1,,9
8,2,1,65,2,81622,,1,,
8,3,1,63,2,81623,5,2,,
6,4,1,62,2,81624,,1,,
10,3,1,41,2,81625,5,1,,
6,2,4,40,2,81626,7,1,,
12,5,1,24,2,81627,,1,,
14,2,6,66,2,81628,,1,,
14,2,1,57,2,81629,,1,,
9,3,,14,2,81630,,1,,7
2,5,,1,1,81631,,1,15,
13,5,,3,2,81632,,1,,
15,4,6,51,1,81633,,1,,
15,4,,14,1,81634,,1,,7
14,5,,5,2,81635,,1,,
15,2,6,79,1,81636,,1,,
10,5,,5,1,81637,,1,,
5,4,,15,2,81638,,1,,9
6,5,,13,2,81639,,1,,6
4,1,3,70,2,81640,,1,,
5,5,,9,2,81641,,1,,3
6,2,5,39,1,81642,,1,,
5,3,6,50,2,81643,,1,,
15,5,,6,1,81644,,1,,0
15,2,1,52,2,81645,4,1,,
3,3,,0,1,81646,,1,9,
15,5,1,36,2,81647,,1,,
7,1,2,63,2,81648,,1,,
10,3,,19,2,81649,,1,,13
6,7,,9,1,81650,,1,,3
6,5,,2,1,81651,,1,,
14,5,,0,1,81652,,1,0,
99,6,,14,1,81653,,1,,8
9,2,1,67,1,81654,,1,,
9,4,1,80,1,81655,6,1,,
1,5,,14,1,81656,1,2,,7
2,3,,3,1,81657,,1,,
14,5,,2,2,81658,2,1,,
2,5,4,38,2,81659,5,2,,
5,1,2,80,1,81660,,1,,
7,3,5,51,2,81661,,1,,
6,5,1,33,2,81662,,1,,
3,5,,9,2,81663,,1,,2
9,2,3,51,2,81664,,1,,
15,4,1,36,1,81665,4,2,,
,4,1,37,2,81666,,1,,
8,6,,19,2,81667,,1,,15
4,3,5,21,1,81668,,1,,
6,2,4,39,2,81669,,1,,
12,4,,15,2,81670,,1,,9
7,3,1,65,1,81671,,1,,
3,4,4,33,2,81672,,1,,
5,4,,2,2,81673,,1,,
5,1,2,74,2,81674,,1,,
7,1,2,74,2,81675,,1,,
3,7,,14,2,81676,,1,,8
14,4,1,60,1,81677,7,1,,
4,4,,17,1,81678,,1,,10
15,5,1,36,1,81679,,1,,
10,5,,18,2,81680,,1,,15
14,4,1,42,2,81681,7,2,,
12,7,,6,2,81682,,1,,0
5,2,5,20,2,81683,,1,,
15,5,,2,2,81684,,1,,
15,3,,12,1,81685,,1,,5
10,3,1,55,2,81686,6,1,,
6,7,,13,1,81687,,1,,7
6,5,,3,2,81688,,1,,
5,2,,18,2,81689,,1,,14
3,3,,1,1,81690,,1,14,
15,4,,9,1,81691,,1,,3
9,3,,17,2,81692,,1,,13
5,5,,7,2,81693,,1,,1
6,2,1,80,2,81694,,1,,
7,2,5,36,2,81695,,1,,
15,5,,3,2,81696,,1,,
9,2,1,25,2,81697,,1,,
9,5,1,31,1,81698,,1,,
9,2,,19,2,81699,,1,,13
14,5,1,30,2,81700,,1,,
6,3,1,52,1,81701,,1,,
14,5,,6,1,81702,,1,,1
5,2,1,63,1,81703,,1,,
15,6,1,45,1,81704,,1,,
14,2,,9,1,81705,,1,,2
14,4,1,45,1,81706,,1,,
9,3,5,26,1,81707,,1,,
1,3,3,38,2,81708,,1,,
7,1,2,80,1,81709,,1,,
15,4,,3,2,81710,1,2,,
6,7,1,32,2,81711,,1,,
9,2,1,66,1,81712,9,1,,
5,6,,16,2,81713,,1,,9
15,2,1,58,2,81714,,1,,
77,5,1,42,2,81715,,1,,
6,7,,11,2,81716,,1,,6
14,5,1,35,1,81717,,1,,
3,3,,1,1,81718,,1,18,
7,2,1,43,1,81719,2,2,,
10,3,,11,1,81720,,1,,6
14,5,1,39,2,81721,,1,,
15,4,1,47,2,81722,8,1,,
3,7,,1,1,81723,,1,16,
4,5,,10,1,81724,,1,,3
15,3,1,40,2,81725,4,2,,
9,3,2,80,2,81726,,1,,
14,6,,9,1,81727,,1,,3
9,5,,4,1,81728,,1,,
6,1,4,32,1,81729,5,2,,
7,5,,11,2,81730,,1,,5
14,2,,3,2,81731,,1,,
5,7,,13,1,81732,,1,,6
5,2,1,73,2,81733,,1,,
14,4,,10,1,81734,3,1,,4
8,4,,12,2,81735,,1,,9
14,2,1,76,2,81736,,1,,
9,2,6,70,1,81737,,1,,
7,5,,15,2,81738,4,1,,9
15,6,,13,2,81739,,1,,8
5,3,5,21,1,81740,2,2,,
4,2,1,43,1,81741,,1,,
15,3,1,63,1,81742,,1,,
5,1,2,80,1,81743,9,1,,
7,6,,5,2,81744,,1,,
6,3,,16,1,81745,,1,,10
15,5,,8,2,81746,,1,,1
14,4,,1,1,81747,,1,15,
6,3,5,22,1,81748,,1,,
7,3,,0,1,81749,,1,1,
5,4,3,22,2,81750,,1,,
4,5,,17,2,81751,,1,,11
15,5,1,41,1,81752,6,1,,
6,5,1,28,1,81753,,1,,
5,6,,16,2,81754,,1,,10
15,3,1,56,1,81755,,1,,
14,4,,2,1,81756,,1,,
4,2,,10,1,81757,,1,,4
15,5,,14,1,81758,,1,,7
4,5,,9,1,81759,,1,,3
5,7,1,36,2,81760,3,2,,
6,4,,1,2,81761,,1,14,
,4,4,22,2,81762,,1,,
6,4,2,61,2,81763,,1,,
77,2,1,74,1,81764,,1,,
8,4,,17,1,81765,1,2,,66
14,2,1,32,1,81766,,1,,
9,1,2,57,2,81767,,1,,
7,3,1,48,2,81768,,1,,
14,4,,4,1,81769,2,1,,
77,4,1,50,1,81770,7,2,,
12,5,,18,1,81771,,1,,13
6,3,1,49,1,81772,3,1,,
8,3,5,20,1,81773,,1,,
6,7,,0,1,81774,,1,3,
15,5,,17,1,81775,,1,,11
2,3,4,22,2,81776,,1,,
10,1,2,63,2,81777,,1,,
5,4,,18,1,81778,,1,,10
2,2,6,63,2,81779,99,2,,
7,6,5,22,1,81780,5,1,,
5,5,1,50,1,81781,,1,,
5,2,,17,1,81782,,1,,11
15,3,1,44,1,81783,4,2,,
6,4,3,53,2,81784,,1,,
3,3,2,70,2,81785,9,9,,
7,5,,1,2,81786,,1,20,
7,7,6,34,1,81787,,1,,
77,3,,0,1,81788,,1,6,
3,2,5,39,1,81789,,1,,
15,6,,8,2,81790,,1,,2
15,5,,1,1,81791,,1,21,
4,2,5,49,1,81792,,1,,
3,5,,4,1,81793,,1,,
15,2,5,80,2,81794,,1,,
10,3,1,50,1,81795,7,2,,
3,2,,8,2,81796,,1,,2
7,4,2,74,2,81797,,1,,
5,1,3,71,1,81798,,1,,
3,2,,10,1,81799,,1,,5
1,3,,7,1,81800,,1,,1
15,7,1,53,1,81801,3,2,,
15,2,5,30,1,81802,2,2,,
1,3,,18,1,81803,2,2,,13
15,3,,14,2,81804,,1,,8
5,6,5,21,2,81805,,1,,
10,4,1,32,2,81806,4,1,,
13,4,,0,1,81807,,1,4,
14,5,,18,2,81808,,1,,13
15,4,1,40,1,81809,,1,,
8,7,,11,1,81810,,1,,4
6,4,,2,2,81811,,1,,
9,2,1,64,2,81812,,1,,
9,3,5,63,2,81813,,1,,
15,2,1,67,1,81814,,1,,
3,2,1,75,1,81815,7,2,,
3,1,4,51,2,81816,,1,,
8,3,,6,1,81817,,1,,0
13,4,1,75,1,81818,,1,,
4,4,6,34,1,81819,,1,,
7,3,6,65,1,81820,,1,,
5,2,,0,1,81821,,1,9,
9,4,1,51,2,81822,6,1,,
3,1,3,64,1,81823,,1,,
6,2,1,78,1,81824,,1,,
5,2,3,44,2,81825,,1,,
7,1,3,69,2,81826,,1,,
15,2,1,73,2,81827,,1,,
14,4,1,45,2,81828,,1,,
7,3,4,43,2,81829,6,2,,
5,1,1,39,1,81830,,1,,
7,3,1,72,2,81831,,1,,
12,2,1,80,1,81832,,1,,
15,2,1,72,1,81833,,1,,
8,4,1,33,1,81834,3,2,,
12,2,6,47,2,81835,,1,,
14,6,1,36,2,81836,,1,,
4,2,1,34,2,81837,,1,,
9,4,,5,1,81838,,1,,
13,6,,13,1,81839,,1,,8
15,4,,6,1,81840,,1,,0
15,4,,11,2,81841,,1,,4
7,3,3,73,2,81842,,1,,
15,6,,19,1,81843,,1,,15
10,3,5,25,1,81844,,1,,
5,2,1,75,1,81845,,1,,
2,3,,19,2,81846,,1,,13
7,4,5,38,2,81847,,1,,
15,6,5,22,2,81848,1,2,,
5,5,1,44,2,81849,6,2,,
14,4,1,67,1,81850,,1,,
5,2,1,73,1,81851,,1,,
99,7,,1,1,81852,,1,15,
8,5,,17,1,81853,,1,,11
2,4,5,38,1,81854,,1,,
4,3,1,27,2,81855,,1,,
15,4,,7,1,81856,,1,,2
7,5,,5,1,81857,,1,,
6,3,6,22,2,81858,,1,,
3,3,,0,1,81859,,1,8,
15,4,5,21,1,81860,,1,,
15,4,,14,2,81861,,1,,8
2,1,5,20,2,81862,,1,,
5,2,6,56,1,81863,,1,,
6,5,,17,1,81864,,1,,11
14,3,1,42,1,81865,,1,,
3,1,4,53,2,81866,6,1,,
7,2,1,57,1,81867,7,2,,
9,5,,2,2,81868,,1,,
6,7,,9,2,81869,,1,,3
15,3,1,37,2,81870,,1,,
7,1,2,80,2,81871,,1,,
6,1,2,80,1,81872,,1,,
15,1,5,62,1,81873,8,1,,
6,4,,3,1,81874,,1,,
4,2,1,70,2,81875,5,2,,
4,6,,9,1,81876,,1,,55
15,5,1,44,2,81877,,1,,
15,3,,7,1,81878,,1,,1
7,2,1,73,1,81879,,1,,
7,6,,8,2,81880,,1,,1
14,5,,9,1,81881,,1,,3
1,3,6,36,2,81882,77,1,,
7,7,,19,1,81883,,1,,15
1,7,,6,1,81884,,1,,0
77,2,1,30,2,81885,,1,,
15,4,1,47,1,81886,,1,,
3,1,3,80,1,81887,,1,,
9,4,,0,1,81888,,1,10,
2,4,5,20,2,81889,,1,,
3,7,2,67,2,81890,,1,,
15,3,1,28,2,81891,4,1,,
5,4,,16,1,81892,,1,,10
8,3,1,30,1,81893,3,2,,
6,5,1,32,2,81894,,1,,
7,3,1,64,2,81895,,1,,
5,2,2,80,2,81896,,1,,
4,6,,12,2,81897,,1,,7
6,4,1,29,2,81898,,1,,
8,5,1,55,1,81899,,1,,
3,1,3,54,2,81900,,1,,
4,3,,0,1,81901,,1,6,
12,4,,6,1,81902,,1,,0
14,2,3,30,1,81903,,1,,
10,6,5,47,2,81904,7,1,,
9,3,,15,1,81905,,1,,9
14,5,,8,1,81906,,1,,2
6,5,,13,1,81907,,1,,7
6,3,,2,2,81908,,1,,
6,4,,18,2,81909,,1,,10
9,4,1,30,1,81910,,1,,
15,6,,13,1,81911,,1,,6
12,5,,6,1,81912,,1,,1
1,3,,18,2,81913,,1,,13
15,4,,15,1,81914,,1,,8
15,6,,6,1,81915,,1,,0
5,3,,6,1,81916,,1,,0
5,7,,14,1,81917,3,2,,7
2,1,,19,2,81918,5,1,,15
6,3,3,45,2,81919,,1,,
15,4,1,50,1,81920,,1,,
2,5,,14,2,81921,,1,,9
7,7,,9,2,81922,,1,,3
7,5,6,35,1,81923,,1,,
6,7,,10,2,81924,,1,,4
8,5,5,23,1,81925,6,1,,
7,3,,12,1,81926,,1,,6
8,5,,5,2,81927,,1,,
8,7,,2,1,81928,,1,,
7,7,,15,2,81929,,1,,9
6,6,,18,1,81930,,1,,15
15,5,,6,1,81931,,1,,0
8,3,6,24,2,81932,2,2,,
2,1,2,80,2,81933,,1,,
9,2,1,61,2,81934,,1,,
2,2,3,47,2,81935,,1,,
12,4,,1,2,81936,,1,23,
14,7,,15,1,81937,,1,,9
14,3,1,34,2,81938,,1,,
3,4,,5,2,81939,2,2,,
99,7,5,24,2,81940,,1,,
7,6,,17,1,81941,,1,,11
6,4,1,22,1,81942,,1,,
15,5,,13,2,81943,,1,,7
9,2,5,32,2,81944,,1,,
14,5,1,53,2,81945,7,1,,
77,6,1,30,2,81946,4,2,,
7,4,,0,2,81947,,1,1,
99,6,,17,1,81948,,1,,10
14,5,1,47,1,81949,8,1,,
9,2,5,52,1,81950,,1,,
15,7,,14,1,81951,,1,,8
10,3,1,56,1,81952,,1,,
7,3,6,22,2,81953,,1,,
14,2,1,23,1,81954,,1,,
9,3,5,26,1,81955,,1,,
14,6,1,35,2,81956,7,1,,
10,3,1,49,1,81957,,1,,
7,3,,2,2,81958,,1,,
15,3,1,77,1,81959,,1,,
15,4,,17,1,81960,,1,,11
6,5,,13,2,81961,,1,,7
5,7,1,38,2,81962,,1,,
8,4,,3,1,81963,,1,,
15,3,,0,1,81964,,1,8,
5,4,1,42,1,81965,,1,,
14,5,1,31,2,81966,,1,,
1,1,5,30,2,81967,,1,,
2,5,6,26,2,81968,,1,,
7,3,1,58,1,81969,5,2,,
4,5,5,53,2,81970,,1,,
8,2,6,30,1,81971,,1,,
6,4,,6,2,81972,,1,,1
77,7,,0,2,81973,,1,9,
15,4,1,41,1,81974,,1,,
6,1,5,48,2,81975,,1,,
3,3,,6,2,81976,,1,,0
5,4,,16,2,81977,4,2,,9
8,2,1,63,2,81978,,1,,
15,2,1,53,1,81979,,1,,
15,2,6,38,1,81980,,1,,
14,3,,3,2,81981,,1,,
5,4,1,55,2,81982,,1,,
15,3,1,72,2,81983,,1,,
15,7,,6,2,81984,,1,,0
15,5,5,21,1,81985,,1,,
12,4,,6,1,81986,,1,,0
7,6,1,80,2,81987,6,1,,
3,1,3,65,1,81988,,1,,
3,2,1,46,2,81989,8,1,,
15,6,,3,2,81990,,1,,
8,6,,12,2,81991,,1,,5
14,4,3,51,2,81992,6,1,,
15,4,1,43,1,81993,1,2,,
9,2,6,80,1,81994,,1,,
99,2,1,74,1,81995,8,1,,
77,5,1,48,1,81996,7,1,,
5,4,1,80,1,81997,,1,,
,2,6,56,2,81998,,1,,
8,7,,3,1,81999,,1,,
14,5,,6,1,82000,,1,,0
9,4,1,50,1,82001,6,1,,
15,4,1,28,2,82002,,1,,
15,2,5,22,2,82003,,1,,
6,6,,1,1,82004,,1,15,
6,2,1,68,1,82005,7,1,,
8,3,1,46,1,82006,3,1,,
5,2,1,55,2,82007,,1,,
2,5,,9,2,82008,,1,,3
3,4,,8,2,82009,,1,,1
15,4,3,36,2,82010,,1,,
14,6,1,31,1,82011,4,2,,
8,2,1,71,2,82012,,1,,
,6,,2,2,82013,,1,,
6,3,,12,1,82014,,1,,5
8,7,2,70,2,82015,,1,,
14,4,,3,2,82016,,1,,
6,6,,18,2,82017,,1,,11
5,4,,11,1,82018,,1,,5
14,2,1,62,1,82019,,1,,
14,4,1,41,1,82020,,1,,
14,2,1,53,2,82021,,1,,
5,4,,10,2,82022,,1,,2
7,7,1,41,2,82023,,1,,
77,6,,7,2,82024,,1,,1
14,2,1,78,2,82025,,1,,
8,3,1,68,1,82026,,1,,
6,1,2,80,1,82027,,1,,
8,4,3,46,2,82028,,1,,
6,2,,6,2,82029,,1,,0
14,4,,3,2,82030,,1,,
5,2,1,80,2,82031,,1,,
5,7,,8,1,82032,,1,,2
2,3,,7,1,82033,,1,,0
6,4,,13,1,82034,,1,,7
3,6,,1,2,82035,,1,23,
7,6,,17,1,82036,,1,,11
6,6,5,43,2,82037,,1,,
15,5,,0,1,82038,,1,4,
5,2,5,25,2,82039,2,2,,
2,4,,7,1,82040,,1,,1
7,7,1,66,2,82041,,1,,
5,2,,17,1,82042,,1,,11
10,2,1,57,2,82043,7,2,,
15,7,,9,2,82044,,1,,3
1,5,,6,2,82045,,1,,2
14,2,2,80,1,82046,9,1,,
5,2,3,64,1,82047,,1,,
2,3,,6,1,82048,,1,,0
7,4,,15,2,82049,,1,,9
77,4,,19,2,82050,3,2,,13
15,4,1,42,2,82051,3,2,,
12,2,1,60,2,82052,,1,,
15,3,1,43,2,82053,,1,,
2,6,,8,1,82054,,1,,3
77,3,1,77,1,82055,,1,,
6,3,1,76,1,82056,9,1,,
6,3,3,36,2,82057,,1,,
15,3,1,34,1,82058,6,1,,
15,3,5,29,2,82059,,1,,
6,2,5,25,2,82060,,1,,
,1,2,80,2,82061,7,1,,
3,2,1,54,2,82062,,1,,
77,4,,10,1,82063,,1,,4
7,6,,6,2,82064,,1,,0
5,4,,3,1,82065,,1,,
6,6,,15,2,82066,,1,,8
2,1,3,56,2,82067,,1,,
6,1,6,44,1,82068,6,2,,
8,3,,10,1,82069,99,2,,5
15,7,,18,1,82070,,1,,11
7,4,,16,2,82071,,1,,8
6,7,,14,1,82072,,1,,8
6,3,,19,1,82073,,1,,13
5,3,,1,2,82074,,1,14,
9,2,1,26,1,82075,,1,,
14,5,,5,2,82076,,1,,
14,3,1,40,1,82077,3,2,,
6,5,,8,1,82078,,1,,2
10,3,5,29,2,82079,,1,,
6,6,,2,1,82080,,1,,
4,5,,0,1,82081,,1,8,
15,6,,2,1,82082,,1,,
15,2,1,57,2,82083,,1,,
10,3,,1,1,82084,,1,13,
10,4,1,54,1,82085,,1,,
3,1,5,21,1,82086,,1,,
9,3,1,47,1,82087,,1,,
3,3,,19,2,82088,,1,,15
2,1,5,25,1,82089,,1,,
